#Zotu ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession_description,Accession no.,evalue,per. Ident,taxid
Zotu1,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.06E-172,100,863246
Zotu1006,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 9 BAC CH230-104J1 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC120922.4,9.32E-97,96.789,10116
Zotu1007,,,,,,,,,,,,
Zotu1008,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate TeToto4 18S ribosomal RNA gene, partial sequence",AY753619.1,3.72E-96,94.118,312471
Zotu1009,,,,,,,,"Uncultured kinetoplastid clone Kryos_IF_F1 18S ribosomal RNA gene, partial sequence",JN542571.1,5.38E-85,89.575,0
Zotu1010,,,,,,,,,,,,
Zotu1011,,,,,,,,"Uncultured kinetoplastid clone GB_A04 18S ribosomal RNA gene, partial sequence",JN629783.1,5.73E-85,88.448,0
Zotu1012,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Allobodo    ,Allobodo chlorophagus,"Allobodo chlorophagus isolate CAK1 small subunit ribosomal RNA gene, partial sequence",MH656403.1,1.89E-84,90.157,2282701
Zotu1013,,,,,,,,,,,,
Zotu1014,,,,,,,,,,,,
Zotu1015,,,,,,,,,,,,
Zotu1016,,,,,,,,"Mus musculus targeted KO-first, conditional ready, lacZ-tagged mutant allele Fgd6:tm1a(EUCOMM)Hmgu; transgenic",JN957157.1,2.52E-31,87.5,0
Zotu1017,,,,,,,,,,,,
Zotu1018,,,,,,,,,,,,
Zotu1019,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mus musculus chromosome 8, clone RP24-319H6, complete sequence",AC102461.15,1.91E-22,92.593,10090
Zotu1020,,,,,,,,Mus musculus 10 BAC RP24-289H6 (Roswell Park Cancer Institute (C57BL/6J Male) Mouse BAC Library) complete sequence,AC156270.5,4.17E-50,85.859,0
Zotu1021,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 14 BAC CH230-6H12 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC094950.6,1.29E-81,96.354,10116
Zotu1022,,,,,,,,"Uncultured kinetoplastid clone CB_101 18S ribosomal RNA gene, partial sequence",JN629578.1,1.47E-60,84.739,0
Zotu1023,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,5.05E-151,96.131,863246
Zotu1024,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,7.84E-24,100,10117
Zotu1025,,,,,,,,"Uncultured kinetoplastid clone GB_A04 18S ribosomal RNA gene, partial sequence",JN629783.1,5.78E-80,87.365,0
Zotu1026,,,,,,,,,,,,
Zotu1027,,,,,,,,,,,,
Zotu1028,,,,,,,,,,,,
Zotu1029,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis breed flagellate small subunit ribosomal RNA gene, partial sequence",KY859412.1,2.6E-68,97.5,312471
Zotu1030,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo curvifilus,"Bodo curvifilus 18S ribosomal RNA gene, partial sequence",AY425015.1,1.22E-90,95,351716
Zotu1031,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus Rf4 CH230-67H19 (Children&apos;s Hospital Oakland Research Institute Rat (BN/SsNHsd/MCW) BAC library) complete sequence,AC099280.6,0,98.792,10116
Zotu1032,,,,,,,,,,,,
Zotu1033,,,,,,,,,,,,
Zotu1034,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.32E-159,97.605,863246
Zotu1035,,,,,,,,,,,,
Zotu1036,,,,,,,,,,,,
Zotu1037,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,5.05E-151,100,863246
Zotu1038,,,,,,,,,,,,
Zotu1039,,,,,,,,,,,,
Zotu1040,,,,,,,,,,,,
Zotu1041,,,,,,,,,,,,
Zotu1042,,,,,,,,"Uncultured eukaryote clone L5.9 18S ribosomal RNA gene, partial sequence",AY753975.1,1.89E-84,89.804,0
Zotu1043,,,,,,,,"Mus musculus chromosome 8, clone RP23-479K9, complete sequence",AC115820.11,1.06E-41,81.938,0
Zotu1044,,,,,,,,,,,,
Zotu1045,,,,,,,,,,,,
Zotu1046,,,,,,,,,,,,
Zotu1047,,,,,,,,"Uncultured kinetoplastid clone GB_A04 18S ribosomal RNA gene, partial sequence",JN629783.1,2.67E-83,88.087,0
Zotu1048,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo saltans,"Bodo saltans 18S ribosomal RNA gene, partial sequence",AY490234.1,2.3E-118,98.008,75058
Zotu1049,,,,,,,,,,,,
Zotu1050,,,,,,,,Rattus norvegicus X BAC CH230-390I1 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC120241.5,3.41E-30,87.805,0
Zotu1051,,,,,,,,,,,,
Zotu1052,,,,,,,,,,,,
Zotu1053,,,,,,,,"Mus musculus BAC clone RP23-449K22 from chromosome 9, complete sequence",AC135672.4,6.48E-25,85.95,0
Zotu1054,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mouse DNA sequence from clone RP23-43M17 on chromosome 2, complete sequence",AL669961.8,8.85E-17,100,10090
Zotu1055,,,,,,,,,,,,
Zotu1056,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Sylvilagus  ,Sylvilagus floridanus,"Sylvilagus floridanus neuron navigator 1 (NAV1) gene, partial cds",MK078480.1,8.25E-62,90.909,9988
Zotu1057,Eukaryota,Euglenozoa ,Kinetoplastea ,,,,uncultured kinetoplastid,"Uncultured kinetoplastid gene for 18S rRNA, partial sequence, clone: Lake Biwa hypolimnion 2",AB996691.1,1.12E-86,90.551,204529
Zotu1058,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Bodo        ,Bodo sp. TGS2,"Bodo sp. TGS2 gene for 18S ribosomal RNA, partial sequence",AB585965.1,9.35E-68,100,882202
Zotu1059,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus Rf BAC CH230-173F6 (Children&apos;s Hospital Oakland Research Institute Rat (BN/SsNHsd/MCW) BAC library) complete sequence,AC096321.10,4.36E-64,95.597,10116
Zotu1060,,,,,,,,"Perameles gunnii partial rhpn2 gene, exon 1",LM651359.1,1.4E-24,89.216,0
Zotu1061,,,,,,,,"Mus musculus chromosome 5, clone RP23-262H7, complete sequence",AC113064.8,3.07E-25,86.842,0
Zotu1062,Eukaryota,Arthropoda ,Arachnida     ,Ixodida        ,Ixodidae          ,Ixodes      ,Ixodes scapularis,"PREDICTED: Ixodes scapularis box A-binding factor (LOC8052207), mRNA",XM_029987080.1,1.7E-20,95.652,6945
Zotu1063,,,,,,,,,,,,
Zotu1064,,,,,,,,,,,,
Zotu1065,,,,,,,,,,,,
Zotu1066,,,,,,,,,,,,
Zotu1067,,,,,,,,,,,,
Zotu1068,,,,,,,,,,,,
Zotu1069,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus CH230-129D21 (Children&apos;s Hospital Oakland Research Institute Rat (BN/SsNHsd/MCW) BAC library) complete sequence,AC136163.2,1.23E-62,93.064,10116
Zotu1070,,,,,,,,,,,,
Zotu1071,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote clone L5.6 18S ribosomal RNA gene, partial sequence",AY753958.1,4.03E-101,93.385,100272
Zotu1072,,,,,,,,,,,,
Zotu1073,,,,,,,,"Mus musculus chromosome 3, clone RP23-168E14, complete sequence",AC044864.6,8.38E-43,87.879,0
Zotu1074,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 2 BAC CH230-54E3 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC112001.6,7.85E-109,99.111,10116
Zotu1075,,,,,,,,,,,,
Zotu1076,,,,,,,,,,,,
Zotu1077,,,,,,,,"Mus musculus chromosome 8, clone RP23-307O2, complete sequence",AC165233.6,1.62E-49,86.224,0
Zotu1078,,,,,,,,,,,,
Zotu1079,,,,,,,,,,,,
Zotu1080,,,,,,,,"Uncultured kinetoplastid clone GB_A04 18S ribosomal RNA gene, partial sequence",JN629783.1,2.67E-83,88.087,0
Zotu1081,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Acomys      ,Acomys russatus,"Acomys russatus genome assembly, chromosome: 10",LR877221.1,0.00000579,91.667,60746
Zotu1082,,,,,,,,,,,,
Zotu1083,,,,,,,,"Neobodo designis strain SCCAP BD54 18S ribosomal RNA gene, partial sequence",AY998650.1,2.68E-73,86.071,0
Zotu1084,,,,,,,,,,,,
Zotu1085,,,,,,,,,,,,
Zotu1086,Eukaryota,Euglenozoa ,Kinetoplastea ,,,,uncultured kinetoplastid,"Uncultured kinetoplastid clone UEBER_H1 18S ribosomal RNA gene, partial sequence",JN630454.1,1.34E-85,91.983,204529
Zotu1087,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,3.02E-153,96.687,863246
Zotu1088,,,,,,,,,,,,
Zotu1089,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 1 BAC CH230-117B1 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC113720.6,4.87E-106,90.698,10116
Zotu1090,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Acomys      ,Acomys russatus,"Acomys russatus genome assembly, chromosome: 25",LR877236.1,2.47E-09,92.453,60746
Zotu1091,Eukaryota,,,,,,uncultured eukaryote,"Uncultured eukaryote clone L8.1 18S ribosomal RNA gene, partial sequence",AY753976.1,8.5E-88,91.129,100272
Zotu1092,,,,,,,,,,,,
Zotu1093,,,,,,,,,,,,
Zotu1094,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate Dev1 18S ribosomal RNA gene, partial sequence",AY753612.1,2.33E-113,96.484,312471
Zotu1095,,,,,,,,,,,,
Zotu1096,,,,,,,,,,,,
Zotu1097,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,5.07E-151,96.131,863246
Zotu1098,,,,,,,,"Uncultured kinetoplastid clone GB_A04 18S ribosomal RNA gene, partial sequence",JN629783.1,5.78E-80,88.302,0
Zotu1099,,,,,,,,,,,,
Zotu1100,,,,,,,,,,,,
Zotu1101,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mus musculus targeted non-conditional, lacZ-tagged mutant allele Tmem151b:tm1e(KOMP)Wtsi; transgenic",JN962818.1,5.8E-53,93.793,10090
Zotu1102,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 4 BAC CH230-4H1 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC124918.5,1.35E-84,97.396,10116
Zotu1103,,,,,,,,"Neobodo designis isolate Oxford 18S ribosomal RNA gene, partial sequence",AY753616.1,2.46E-78,88.583,0
Zotu1104,,,,,,,,,,,,
Zotu1105,,,,,,,,,,,,
Zotu1106,,,,,,,,,,,,
Zotu1107,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 12 BAC CH230-48A22 (Children&apos;s Hospital Oakland Research Institute Rat (BN/SsNHsd/MCW) BAC library) complete sequence,AC128270.3,7.54E-84,91.176,10116
Zotu1108,Eukaryota,Euglenozoa ,Kinetoplastea ,,,,uncultured kinetoplastid,"Uncultured kinetoplastid clone CB_35 18S ribosomal RNA gene, partial sequence",JN629704.1,5.2E-90,91.339,204529
Zotu1109,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,"PREDICTED: Rattus norvegicus PHD finger protein 11B (Phf11b), mRNA",XM_017604944.1,2.96E-107,95.951,10116
Zotu1110,,,,,,,,,,,,
Zotu1111,,,,,,,,,,,,
Zotu1112,,,,,,,,,,,,
Zotu1113,,,,,,,,,,,,
Zotu1114,,,,,,,,,,,,
Zotu1115,,,,,,,,,,,,
Zotu1116,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis strain HFCC306 18S ribosomal RNA gene, partial sequence",DQ207583.1,1.82E-109,95.669,312471
Zotu1117,,,,,,,,,,,,
Zotu1118,,,,,,,,,,,,
Zotu1119,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.83E-67,100,863246
Zotu1120,,,,,,,,"Uncultured kinetoplastid clone IP_39 18S ribosomal RNA gene, partial sequence",JN629986.1,5.29E-80,89.062,0
Zotu1121,,,,,,,,,,,,
Zotu1122,,,,,,,,,,,,
Zotu1123,,,,,,,,,,,,
Zotu1124,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma sp. R2,"Trypanosoma sp. isolate R2 clone L2-4 small subunit ribosomal RNA gene, partial sequence",MH424207.1,0.0000343,100,5696
Zotu1125,Eukaryota,Chordata   ,Mammalia      ,Lagomorpha     ,Leporidae         ,Oryctolagus ,Oryctolagus cuniculus,"Oryctolagus cuniculus breed New Zealand White clone LB1-297M16, complete sequence",AC122152.3,6.4E-121,91.395,9986
Zotu1126,,,,,,,,,,,,
Zotu1127,,,,,,,,,,,,
Zotu1128,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae ,,Trypanosomatidae sp. MCZ-14,"Trypanosomatidae sp. MCZ-14 small subunit ribosomal RNA gene, partial sequence",KC206004.1,1.47E-43,96.46,1295821
Zotu1129,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.32E-159,97.612,863246
Zotu1130,,,,,,,,,,,,
Zotu1131,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate Dev1 18S ribosomal RNA gene, partial sequence",AY753612.1,5.09E-105,94.531,312471
Zotu1132,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,4.04E-24,100,10117
Zotu1133,Eukaryota,Chordata   ,Mammalia      ,Peramelemorphia,Peramelidae       ,Perameles   ,Perameles gunnii,"Perameles gunnii partial rhpn2 gene, exon 1",LM651359.1,3.98E-30,91.429,37737
Zotu1134,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis strain HFCC306 18S ribosomal RNA gene, partial sequence",DQ207583.1,8.43E-113,96.457,312471
Zotu1135,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,4.34E-24,100,10117
Zotu1136,,,,,,,,,,,,
Zotu1137,,,,,,,,Rattus norvegicus 20 BAC CH230-118G13 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC132050.4,2.75E-68,86.454,0
Zotu1138,,,,,,,,"Oryctolagus cuniculus clone BAC LBAB_29G08, complete sequence",KJ810980.1,4.65E-65,87.611,0
Zotu1139,,,,,,,,,,,,
Zotu1140,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,1.09E-147,95.536,863246
Zotu1141,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,"Rattus norvegicus DNA, BAC clone: RNB1-396L07, strain: F344/Stm, complete sequence",AP012458.1,3.68E-75,95.604,10116
Zotu1142,,,,,,,,,,,,
Zotu1143,,,,,,,,"Acomys russatus genome assembly, chromosome: 8",LR877219.1,3.22E-10,80.952,0
Zotu1144,,,,,,,,"Bodo saltans 18S ribosomal RNA gene, partial sequence",AY490232.1,1.49E-80,88.889,0
Zotu1145,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mouse DNA sequence from clone RP23-20K17 on chromosome 4, complete sequence",AL806517.9,1.26E-44,90.909,10090
Zotu1146,,,,,,,,Mus musculus 6 BAC RP23-170C11 (Roswell Park Cancer Institute (C57BL/6J Female) Mouse BAC Library) complete sequence,AC153860.4,1.45E-70,88.696,0
Zotu1147,,,,,,,,,,,,
Zotu1148,,,,,,,,,,,,
Zotu1149,,,,,,,,,,,,
Zotu1150,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mus musculus targeted KO-first, conditional ready, lacZ-tagged mutant allele Zdhhc14:tm1a(KOMP)Wtsi; transgenic",JN958861.1,1E-26,96.25,10090
Zotu1151,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Mus         ,Mus musculus,"Mus musculus BAC clone RP23-399J19 from 1, complete sequence",AC121790.2,0.00001,97.297,10090
Zotu1152,,,,,,,,,,,,
Zotu1153,,,,,,,,,,,,
Zotu1154,,,,,,,,,,,,
Zotu1155,,,,,,,,,,,,
Zotu1156,,,,,,,,,,,,
Zotu1157,,,,,,,,,,,,
Zotu1158,,,,,,,,,,,,
Zotu1159,,,,,,,,,,,,
Zotu1160,,,,,,,,,,,,
Zotu1161,,,,,,,,,,,,
Zotu1162,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.33E-154,96.726,863246
Zotu1163,Eukaryota,Euglenozoa ,Kinetoplastea ,Eubodonida     ,Bodonidae,Allobodo    ,Allobodo chlorophagus,"Allobodo chlorophagus isolate CAK1 small subunit ribosomal RNA gene, partial sequence",MH656403.1,2.45E-83,90.079,2282701
Zotu1164,Eukaryota,Chordata   ,Mammalia      ,Peramelemorphia,Peramelidae       ,Isoodon     ,Isoodon obesulus,Isoodon obesulus partial TTC37 gene intron,LN774811.1,5.34E-61,92,65612
Zotu1165,,,,,,,,Rattus norvegicus X BAC CH230-155H3 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC124926.7,1.02E-22,77.729,0
Zotu1166,,,,,,,,,,,,
Zotu1167,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus rattus,"PREDICTED: Rattus rattus guanylate-binding protein 1-like (LOC116895226), mRNA",XM_032896554.1,7.71E-24,100,10117
Zotu1168,,,,,,,,,,,,
Zotu1169,,,,,,,,"Mus musculus BAC clone RP23-467P15 from 18, complete sequence",AC121824.2,4.3E-56,83.456,0
Zotu1170,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Onychomys   ,Onychomys torridus,"Onychomys torridus genome assembly, chromosome: 11",LR877198.1,0.000000286,91.837,38674
Zotu1171,,,,,,,,,,,,
Zotu1172,,,,,,,,,,,,
Zotu1173,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.83E-67,100,863246
Zotu1174,,,,,,,,,,,,
Zotu1175,,,,,,,,,,,,
Zotu1176,,,,,,,,,,,,
Zotu1177,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Trypanosoma ,Trypanosoma gilletti,"Trypanosoma gilletti isolate OTU2b 18S ribosomal RNA gene, partial sequence",KY640312.1,2.33E-154,96.716,863246
Zotu1178,,,,,,,,,,,,
Zotu1179,,,,,,,,,,,,
Zotu1180,,,,,,,,,,,,
Zotu1181,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Bodo designis 18S ribosomal RNA gene, partial sequence",AY490235.1,2.82E-107,97.046,312471
Zotu1182,,,,,,,,,,,,
Zotu1183,,,,,,,,"Mus musculus targeted non-conditional, lacZ-tagged mutant allele Fbxl22:tm1e(EUCOMM)Hmgu; transgenic",JN964639.1,4.28E-71,85.985,0
Zotu1184,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Neobodo designis isolate Dev1 18S ribosomal RNA gene, partial sequence",AY753612.1,5.02E-115,96.875,312471
Zotu1185,,,,,,,,"Cycloctenus sp. CG98 isolate ARACG000098 18S ribosomal RNA gene, partial sequence",KY016387.1,2.44E-46,89.375,0
Zotu1186,,,,,,,,,,,,
Zotu1187,,,,,,,,,,,,
Zotu1188,,,,,,,,,,,,
Zotu1189,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus BAC CH230-390M9 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC129670.4,4.02E-44,93.077,10116
Zotu1190,,,,,,,,"Mus musculus chromosome 15, clone RP23-282L9, complete sequence",AC101713.7,3.44E-38,81.905,0
Zotu1191,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo curvifilus,"Bodo curvifilus 18S ribosomal RNA gene, partial sequence",AY425015.1,1.24E-85,93.665,351716
Zotu1192,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,Rattus norvegicus 11 BAC CH230-68C19 (Children&apos;s Hospital Oakland Research Institute) complete sequence,AC097832.7,6.82E-115,95.539,10116
Zotu1193,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Muridae           ,Rattus      ,Rattus norvegicus,"PREDICTED: Rattus norvegicus uncharacterized LOC108350420 (LOC108350420), ncRNA",XR_001842990.1,4.58E-71,97.546,10116
Zotu1194,Eukaryota,Euglenozoa ,Kinetoplastea ,Trypanosomatida,Trypanosomatidae,Leishmania  ,Leishmania infantum,"Leishmania infantum isolate CBT 276 small subunit ribosomal RNA gene, partial sequence",MN757921.1,7.43E-139,97.619,5671
Zotu1195,,,,,,,,,,,,
Zotu1196,,,,,,,,,,,,
Zotu1197,,,,,,,,,,,,
Zotu1198,,,,,,,,"Bodo saltans 18S ribosomal RNA gene, partial sequence",AY490232.1,4.19E-81,88.889,0
Zotu1199,Eukaryota,Euglenozoa ,Kinetoplastea ,Neobodonida   ,Neobodonidae,Neobodo     ,Neobodo designis,"Bodo designis 18S ribosomal RNA gene, partial sequence",AY490235.1,6.06E-109,97.468,312471
Zotu1200,,,,,,,,,,,,
Zotu1201,Eukaryota,Chordata   ,Mammalia      ,Rodentia       ,Cricetidae        ,Onychomys   ,Onychomys torridus,"Onychomys torridus genome assembly, chromosome: 12",LR877199.1,0.000000238,100,38674
